index,Club,National_id,Club_Position,Club_Kit,Club_Joining
646,RC Deportivo,a3,LCB,12,07/23/2015
647,Olym. Marseille,a7,CDM,19,08/31/2015
648,Genoa,a6,LCM,44,08/01/2016
649,Beikta,a1,GK,1,07/09/2016
650,VfL Wolfsburg,a6,Sub,8,01/03/2012
651,Bor. M'gladbach,a26,LM,19,07/01/2014
654,Panathinaikos,a21,ST,9,07/08/2013
655,CSKA Moscow,a21,LDM,3,01/01/2012
656,Arsenal,a14,Sub,13,07/27/2014
657,Montreal Impact,a5,Sub,10,08/12/2014
658,Chievo Verona,a31,CAM,23,07/03/2015
659,Milan,a13,Sub,14,07/31/2012
660,FC Porto,a1,LCB,5,08/11/2014
661,Liverpool,a4,GK,22,06/25/2013
662,Manchester Utd,a5,Sub,20,07/27/2015
663,Zenit,a8,LB,4,06/27/2011
664,Torino,a3,LCB,4,07/01/2012
666,Portland,a5,CAM,8,01/10/2013
667,Bor. Dortmund,a16,Res,8,04/11/2014
668,West Brom,a40,LCB,6,08/29/2015
669,Udinese,a3,RCB,5,07/01/2011
670,Sevilla FC,a5,Sub,21,07/06/2013
671,Lazio,a32,LB,26,01/01/2008
672,Zenit,a4,Sub,6,07/01/2007
673,Celta Vigo,a8,Sub,25,01/07/2013
674,Swansea City,a1,ST,9,08/05/2016
675,Olym. Marseille,a7,ST,18,07/01/2014
676,Arsenal,a7,Res,2,07/17/2014
677,Stoke City,a10,Sub,14,07/27/2015
678,Lokomotiv Moscow,a41,Res,8,01/29/2017
679,Lokomotiv Moscow,a6,CAM,4,07/01/2014
680,Crystal Palace,a9,Sub,6,01/31/2014
681,Sounders FC,a26,CAM,2,08/03/2013
682,Toronto FC,a26,CDM,4,01/10/2014
683,Stade Rennais,a7,RS,28,09/15/2015
684,Montpellier HSC,a3,RCB,4,08/02/2011
685,Bursaspor,a5,CAM,10,01/15/2016
686,Manchester City,a7,LB,22,07/04/2011
687,FC Schalke 04,a10,Sub,25,08/31/2010
688,SL Benfica,a3,RCB,4,01/01/2003
689,CSKA Moscow,a25,RCB,24,01/01/2002
690,Lokomotiv Moscow,a25,RDM,27,08/15/2013
691,Spartak Moscow,a25,Sub,19,01/25/2017
692,Manchester City,a1,Sub,15,07/01/2013
693,Real Sociedad,a1,RCM,10,10/01/2003
694,RCD Espanyol,a1,RDM,18,08/13/2016
695,Necaxa,a5,GK,1,07/01/2016
696,Racing Club,a5,LS,9,01/04/2016
697,Granada CF,a15,GK,13,08/01/2014
698,Cagliari,a6,RCB,2,07/01/2016
699,Free Agents,a16,Res,99,02/17/2016
700,VfL Wolfsburg,a18,GK,1,01/01/2008
702,PSG,a3,Sub,17,01/01/2012
703,Djurgrdens IF,a21,LCM,16,02/10/2017
704,Colorado Rapids,a26,GK,1,07/04/2016
706,Manchester Utd,a9,Sub,19,07/01/2014
707,Free Agents,a27,Res,99,01/01/2017
708,Manchester City,a3,Sub,33,08/03/2016
709,Real Sociedad,a1,LW,18,07/01/2014
710,FC Porto,a6,RS,10,07/01/2013
711,FC Porto,a3,LS,29,01/23/2017
713,Racing Club,a5,LM,17,07/19/2014
714,Sporting Gijn,a1,RCB,4,08/01/2014
715,M laga CF,a1,Sub,21,07/01/2016
716,Real Betis,a27,Sub,9,07/15/2016
718,Club Brugge,a14,LW,11,08/30/2014
719,SD Eibar,a5,RDM,5,01/11/2016
720,Celta Vigo,a4,LW,7,01/09/2015
721,San Lorenzo,a5,GK,12,04/25/2013
722,Levante UD,a1,LM,11,06/01/2011
723,Bayer 04,a3,LB,18,07/01/2014
725,Torino,a8,RB,7,07/10/2015
726,AS Monaco,a3,LCB,5,01/31/2016
727,River Plate,a5,LS,13,07/07/2015
728,Udinese,a14,ST,9,08/26/2013
729,OGC Nice,a7,Sub,25,07/27/2016
730,M laga CF,a1,Sub,5,07/08/2014
731,FC Porto,a3,LB,13,07/13/2016
732,RB Leipzig,a2,Sub,11,07/01/2016
733,Bor. M'gladbach,a2,Sub,28,07/01/2014
734,Sporting CP,a6,LCB,15,07/01/2014
736,SL Benfica,a1,Sub,3,01/04/2016
737,Spurs,a18,Sub,27,07/01/2015
738,Quertaro,a3,GK,1,12/30/2014
739,Ajax,a10,RB,3,07/01/2011
741,Tigres,a5,LDM,19,07/15/2013
742,Burnley,a9,RCB,5,01/08/2015
743,Manchester Utd,a9,Sub,14,07/01/2010
744,UD Las Palmas,a1,LCB,17,07/13/2015
745,Napoli,a32,Sub,21,07/30/2015
746,Spurs,a24,Sub,33,07/23/2014
747,Monterrey,a11,CAM,13,01/01/2016
748,Genoa,a5,Sub,3,07/19/2016
750,SL Benfica,a15,Sub,9,08/13/2015
752,Roma,a6,Sub,22,08/06/2014
753,Watford,a7,Sub,21,08/28/2012
754,Bor. M'gladbach,a2,Sub,6,07/01/2016
755,Olympiakos CFP,a23,CAM,7,07/21/2014
756,FC Krasnodar,a3,LW,22,01/01/2011
757,SL Benfica,a41,Sub,15,07/01/2016
758,Panathinaikos,a3,LCB,31,01/29/2016
759,FC Schalke 04,a2,Sub,5,07/01/2015
762,Amrica,a5,GK,1,01/01/2017
763,RSC Anderlecht,a12,ST,91,08/27/2014
764,West Brom,a4,LM,22,08/29/2016
765,Fiorentina,a1,Sub,16,01/01/2012
766,Real Betis,a1,LCB,4,07/08/2014
767,Bor. Dortmund,a2,Sub,18,07/01/2016
768,Feyenoord,a17,ST,9,07/01/2016
769,Celta Vigo,a21,ST,9,07/11/2015
770,Stoke City,a10,LCB,15,07/20/2014
771,Southampton,a10,Sub,4,07/15/2015
772,Bayer 04,a13,Sub,20,08/13/2015
773,KRC Genk,a38,GK,26,07/21/2015
774,Monterrey,a5,ST,7,06/12/2015
777,Valencia CF,a5,RCM,8,01/01/2015
778,Rosario Central,a14,RS,29,07/19/2015
779,Monterrey,a14,LW,8,06/11/2014
780,Southampton,a9,Sub,10,01/16/2016
781,Swansea City,a1,Sub,10,08/11/2016
782,SD Eibar,a1,ST,9,07/12/2015
783,RCD Espanyol,a27,RM,17,07/03/2015
784,Werder Bremen,a17,LCM,6,01/01/2017
785,PSV,a10,RCM,6,07/13/2015
786,Beikta,a16,ST,23,07/01/2014
787,VfL Wolfsburg,a4,Sub,28,01/21/2015
788,Napoli,a8,Sub,4,07/18/2016
789,West Brom,a39,RB,2,08/31/2016
790,1899 Hoffenheim,a2,CB,22,07/01/2016
791,Celta Vigo,a1,Sub,3,07/01/2013
793,West Ham,a16,Sub,17,08/11/2014
794,Whitecaps FC,a14,ST,12,02/01/2016
796,West Ham,a9,LM,30,09/01/2015
797,Athletic Bilbao,a1,Sub,16,07/02/2013
798,Bayer 04,a18,Sub,15,07/01/2016
799,Trabzonspor,a16,Sub,8,08/18/2014
800,Athletic Bilbao,a1,LW,10,08/01/2009
801,Athletic Bilbao,a1,Sub,14,06/01/2007
804,Akhisarspor,a6,RB,13,01/01/2013
806,Rubin Kazan,a1,CAM,21,07/20/2016
808,Spartak Moscow,a25,LDM,8,07/01/2013
809,Rubin Kazan,a41,RCB,25,07/03/2016
811,Trabzonspor,a16,GK,1,01/15/2008
812,Swansea City,a29,Sub,20,07/24/2014
814,Middlesbrough,a14,Sub,5,06/30/2016
815,Eint. Frankfurt,a15,Sub,10,01/01/2016
816,Spartak Moscow,a43,Sub,71,07/01/2015
817,Stoke City,a24,CAM,4,07/26/2016
818,Angers SCO,a7,LCB,24,06/27/2013
820,1899 Hoffenheim,a2,RS,14,07/01/2016
821,RCD Espanyol,a5,LM,19,07/06/2011
822,FC Schalke 04,a39,LM,13,07/05/2014
823,Hertha BSC,a2,RCB,15,07/01/2013
825,Manchester City,a9,Sub,18,07/17/2015
826,FC Augsburg,a27,ST,25,08/15/2013
827,Watford,a9,LS,9,08/01/2010
828,West Ham,a33,Sub,4,07/01/2016
829,Free Agents,a36,Res,99,08/07/2016
830,West Ham,a9,ST,9,06/19/2013
831,Free Agents,a28,Res,99,08/13/2013
832,FC Basel,a28,RCB,17,07/01/2014
833,Spartak Moscow,a3,Sub,12,01/25/2017
834,Lokomotiv Moscow,a25,GK,1,08/22/2007
836,Club Brugge,a10,RCM,25,09/01/2014
837,Watford,a7,RCM,29,07/06/2015
838,OGC Nice,a7,RCB,4,08/07/2015
839,Milan,a14,Sub,17,07/01/2013
841,Manchester Utd,a4,Sub,27,09/02/2013
842,Tigres,a5,GK,1,07/04/2014
843,Granada CF,a14,ST,7,07/01/2014
844,SC Braga,a3,Sub,15,07/01/2011
846,SD Eibar,a1,RM,21,07/05/2016
847,Werder Bremen,a18,RCM,16,01/27/2012
848,Milan,a8,Sub,31,02/02/2015
850,Real Sociedad,a7,LCM,17,11/01/2008
851,Southampton,a9,GK,1,08/09/2014
852,Ajax,a17,CDM,20,07/01/2012
853,Crystal Palace,a30,Sub,18,09/01/2014
854,Valencia CF,a1,Sub,7,01/30/2016
855,Burnley,a4,LM,16,08/16/2016
856,Uni. Catlica,a5,CAM,18,07/20/2016
857,AZ,a10,GK,24,07/07/2007
858,Swansea City,a9,CDM,24,01/30/2015
859,Feyenoord,a10,Sub,1,09/01/2014
860,FC Bayern,a3,Sub,13,07/01/2011
861,Spartak Moscow,a8,LCB,16,01/25/2013
862,Milan,a8,RB,20,07/01/2009
863,Kalmar FF,a21,RCM,6,01/20/2015
864,Rosario Central,a5,LS,9,01/15/2016
865,VfL Wolfsburg,a12,RB,14,08/01/2016
866,Beikta,a3,LB,3,07/29/2016
867,Burnley,a9,GK,1,07/01/2013
870,Zenit,a1,CDM,21,08/14/2014
871,Eint. Frankfurt,a5,RCB,19,07/02/2015
872,Milan,a8,Res,18,07/01/2012
873,Sampdoria,a8,LS,27,07/01/2016
874,RCD Espanyol,a1,CAM,14,07/04/2016
875,Free Agents,a5,Res,99,02/17/2016
876,VfB Stuttgart,a2,RCM,20,07/01/2010
877,Montreal Impact,a4,LCB,23,01/26/2015
878,Roma,a4,Sub,15,08/11/2014
879,Inter,a5,Sub,8,07/01/2012
880,Hertha BSC,a33,LDM,3,09/01/2014
881,Manchester Utd,a9,Sub,18,07/01/2011
882,West Ham,a9,RDM,16,08/01/2004
883,Everton,a9,Sub,12,09/01/2015
884,Olym. Lyonnais,a7,RB,13,07/23/2014
885,Rubin Kazan,a25,GK,1,01/01/2008
886,Villarreal CF,a1,RS,9,08/17/2015
887,Bor. M'gladbach,a21,LB,17,07/01/2011
888,Beikta,a16,RB,77,07/01/2016
889,Milan,a5,Sub,23,08/17/2016
891,Manchester City,a5,GK,13,07/08/2014
892,Aytemiz Alanyaspor,a3,ST,99,08/31/2016
893,Leicester City,a2,LCB,6,07/01/2015
894,Watford,a3,GK,1,05/24/2014
895,M laga CF,a5,LCB,3,01/17/2017
896,Galatasaray,a16,RDM,8,07/01/2011
897,Eint. Frankfurt,a2,Sub,14,07/01/2004
898,CSKA Moscow,a25,LCB,4,01/01/2004
899,RCD Espanyol,a1,Sub,9,07/01/2016
900,Galatasaray,a10,Sub,34,08/31/2016
901,EA Guingamp,a7,Sub,27,01/23/2017
902,Real Betis,a1,Sub,17,09/01/2015
903,Werder Bremen,a41,RS,14,09/07/2015
904,FC Rostov,a1,CB,44,07/12/2015
905,Chievo Verona,a8,LCB,5,08/19/2014
906,AS Monaco,a7,Sub,29,12/02/2015
907,Toulouse FC,a7,GK,40,11/28/2015
908,FC Bayern,a6,Sub,35,07/01/2016
909,Ponte Preta,a3,ST,11,02/01/2010
910,Goi s,a3,RDM,6,02/01/2010
911,Internacional,a3,RB,2,02/01/2015
912,Coritiba,a3,RS,10,01/01/2015
913,Botafogo,a3,CAM,9,01/01/2015
914,Chapecoense,a3,RB,2,01/01/2015
915,Botafogo,a3,LB,5,01/01/2015
916,Atl. Paranaense,a3,LB,5,08/22/2016
917,Atl. Paranaense,a3,GK,1,01/01/2005
918,UD Las Palmas,a11,RCB,3,07/01/2016
919,OGC Nice,a3,LB,29,07/13/2016
920,Sassuolo,a8,LCM,6,07/01/2015
921,Athletic Bilbao,a1,RCB,27,07/01/2014
922,Spurs,a10,Sub,9,07/18/2016
923,M laga CF,a1,CAM,31,11/15/2014
924,Deport. Alavs,a1,RDM,6,11/28/2014
925,Independiente,a11,GK,25,01/11/2013
926,1899 Hoffenheim,a2,RCM,18,08/01/2014
927,OGC Nice,a7,RCM,26,08/23/2014
928,Eint. Frankfurt,a1,LCB,5,07/31/2015
929,Fenerbahe,a16,RB,19,07/01/2015
930,SL Benfica,a5,Sub,22,01/04/2016
931,Giron. Bordeaux,a3,RW,25,01/31/2016
932,Feyenoord,a10,RB,2,01/01/2014
933,Real Betis,a1,LCM,10,09/22/2014
934,Pachuca,a15,LW,8,01/01/2014
935,OGC Nice,a7,GK,30,11/30/2013
937,FC Schalke 04,a18,RM,21,01/09/2016
938,Ajax,a14,RCB,5,07/28/2016
939,Fiorentina,a11,RCM,8,01/19/2013
940,Spurs,a7,Sub,14,08/31/2016
941,M laga CF,a1,ST,19,07/07/2016
942,Lazio,a10,LCB,2,07/01/2015
944,Lazio,a3,Sub,13,07/28/2016
945,RSC Anderlecht,a4,LCM,31,05/22/2013
947,Zenit,a25,GK,1,07/01/2013
948,Udinese,a18,RB,27,07/01/2013
949,Boca Juniors,a5,RB,4,01/22/2015
950,Boca Juniors,a5,RCM,8,12/30/2014
951,Boca Juniors,a5,ST,9,07/01/2016
952,Lans,a5,CDM,30,07/01/2016
953,Sevilla FC,a5,RDM,4,09/09/2015
954,Trabzonspor,a5,LB,3,01/04/2017
955,Atl. Nacional,a5,GK,34,07/01/2010
956,Deport. Alavs,a14,Sub,16,07/20/2016
957,FC Nantes,a14,Sub,20,07/01/2016
959,Sporting CP,a5,LS,99,07/01/2016
960,Giron. Bordeaux,a11,ST,9,01/01/2013
961,Arsenal,a34,Sub,35,01/14/2016
963,Beikta,a3,CAM,94,07/08/2014
964,Sampdoria,a6,CAM,10,07/01/2013
965,Inter,a8,LDM,5,07/01/2013
966,1899 Hoffenheim,a2,LCM,13,07/13/2016
967,Independiente,a5,LB,3,02/10/2015
968,1. FSV Mainz 05,a5,LM,32,08/31/2014
969,RC Deportivo,a1,RM,11,01/13/2015
970,FC Basel,a18,RDM,7,06/18/2014
971,Indep. Medell n,a14,RAM,10,07/13/2013
972,Celta Vigo,a1,LB,19,07/01/2012
973,FC Porto,a3,Sub,25,09/01/2014
974,CD Legans,a5,LM,11,07/29/2015
975,1. FSV Mainz 05,a14,RS,15,08/31/2015
976,Celta Vigo,a1,Sub,16,08/12/2016
977,Deport. Alavs,a1,GK,1,08/07/2015
978,SC Heerenveen,a21,LW,11,08/13/2014
980,SL Benfica,a23,Sub,7,08/22/2014
981,CD Legans,a3,CAM,8,07/01/2016
982,RCD Espanyol,a1,ST,7,08/14/2015
983,Bor. Dortmund,a2,RM,37,07/01/2012
984,Bor. M'gladbach,a2,RDM,5,07/01/2016
985,EA Guingamp,a3,LB,3,07/01/2015
986,Roma,a5,Sub,5,07/01/2014
987,CA Osasuna,a1,CAM,10,12/01/2011
988,Hertha BSC,a2,Sub,23,07/01/2015
989,1. FC Kln,a2,Sub,3,07/01/2015
990,Werder Bremen,a2,LM,29,08/31/2016
991,PSV,a10,LB,15,08/01/2011
992,Napoli,a8,Sub,32,01/03/2017
994,FC Utrecht,a7,LS,22,07/01/2015
995,Chievo Verona,a5,RCM,19,06/29/2015
996,M laga CF,a1,RCB,24,01/24/2017
997,Rio Ave,a3,RCB,46,07/01/2012
998,AS Monaco,a7,LB,23,06/22/2016
999,RB Leipzig,a2,RCB,4,07/01/2015
1000,Real Betis,a1,RCM,7,10/01/2011
1001,Zenit,a6,LCB,13,02/01/2013
1002,FC Kbenhavn,a17,Sub,26,08/27/2016
1003,FC Basel,a28,GK,1,06/18/2014
1005,1899 Hoffenheim,a28,RWB,3,07/01/2015
1006,Feyenoord,a10,LCM,10,04/01/2011
1007,Feyenoord,a10,LB,4,07/01/2010
1008,1. FC Kln,a2,Sub,21,07/14/2015
1009,Villarreal CF,a1,Sub,12,08/31/2016
1010,Juventus,a8,Sub,27,07/01/2014
1011,FC Krasnodar,a3,LCB,3,08/28/2016
1012,M laga CF,a1,Sub,14,01/01/2011
1013,OGC Nice,a7,RW,13,01/01/2013
1015,AS Saint-tienne,a7,RDM,14,07/31/2015
1016,RCD Espanyol,a1,RCB,15,08/26/2016
1017,Fiorentina,a32,GK,12,07/03/2014
1018,Bologna,a28,LW,11,07/07/2016
1020,Shakhtar Donetsk,a3,LB,31,02/14/2013
1021,LOSC Lille,a7,Sub,12,08/10/2016
1022,SC Braga,a6,GK,28,01/25/2016
1024,1899 Hoffenheim,a2,Sub,19,07/02/2015
1025,San Lorenzo,a5,ST,9,01/13/2014
1026,Levante UD,a1,LDM,24,08/15/2016
1027,PSV,a10,Sub,28,07/05/2013
1028,SC Braga,a6,Sub,7,08/31/2015
1029,Everton,a5,Sub,25,09/01/2015
1030,Sampdoria,a4,LCM,18,08/24/2016
1031,Celta Vigo,a1,LCB,20,07/02/2014
1033,Sporting Gijn,a1,RCM,6,07/01/2010
1034,Torino,a27,Sub,19,07/16/2014
1035,Sampdoria,a14,RS,9,01/21/2015
1036,Beikta,a39,Sub,9,08/24/2014
1037,Leicester City,a7,Sub,24,07/03/2016
1038,Lazio,a1,Sub,18,08/31/2016
1040,1. FSV Mainz 05,a2,RCB,16,07/01/2010
1041,Valencia CF,a1,Sub,19,12/03/2014
1042,FC Schalke 04,a7,LDM,17,08/26/2016
1043,Swansea City,a1,Sub,2,07/01/2013
1044,Feyenoord,a10,CAM,28,08/25/2014
1046,Al Ahli,a23,CAM,10,07/30/2015
1047,Liverpool,a9,Sub,28,07/01/2015
1048,RCD Espanyol,a1,RB,16,07/01/2009
1049,Crystal Palace,a9,RM,10,07/01/2016
1050,Valencia CF,a1,RB,21,07/29/2016
1052,Fenerbahe,a16,CAM,7,07/01/2013
1053,SC Braga,a6,Res,6,01/01/2014
1055,Real Betis,a5,CB,20,07/01/2015
1056,Bologna,a8,ST,10,08/20/2015
1058,Sporting CP,a8,RB,2,11/19/2015
1060,Watford,a32,Sub,30,01/20/2016
1061,Hertha BSC,a2,LB,21,07/01/2014
1062,Athletic Bilbao,a1,Sub,2,07/01/2015
1063,Milan,a8,Sub,91,07/02/2015
1064,RCD Espanyol,a15,LCB,23,07/01/2013
1065,LOSC Lille,a7,RB,2,06/27/2014
1066,Juventus,a35,Sub,28,01/03/2017
1067,Beikta,a16,Sub,18,01/27/2015
1068,Sunderland,a2,Res,27,01/07/2016
1069,Portland,a5,RM,10,02/02/2017
1070,CD Legans,a1,RDM,21,08/09/2015
1071,PSV,a10,ST,9,07/12/2014
1072,LOSC Lille,a6,ST,19,07/03/2016
1073,Watford,a9,LCM,8,07/01/2015
1074,RCD Espanyol,a1,Sub,4,01/01/2012
1075,1899 Hoffenheim,a2,LCB,21,07/01/2016
1076,Fenerbahe,a3,LDM,6,07/07/2015
1077,Eint. Frankfurt,a2,LWB,6,07/01/2012
1078,1. FC Kln,a2,Sub,7,07/01/2013
1079,Newcastle Utd,a9,RDM,12,01/12/2016
1080,FC Dallas,a5,Sub,10,07/18/2013
1081,Racing Club,a5,RS,7,08/18/2014
1082,Torino,a8,CDM,18,08/31/2016
1083,Bayer 04,a18,Sub,14,07/01/2015
1084,Udinese,a7,Sub,75,07/01/2012
1085,Lans,a5,LW,7,07/13/2013
1086,Watford,a10,RWB,22,08/24/2016
1087,Hamburger SV,a2,CAM,8,09/24/2014
1088,RC Deportivo,a1,RB,2,07/01/2014
1089,Lokomotiv Moscow,a3,Sub,7,03/01/2010
1090,FC Krasnodar,a3,Sub,14,09/06/2012
1091,Cagliari,a13,RB,3,08/10/2016
1092,Atl. Nacional,a14,ST,17,07/01/2011
1093,Atalanta,a8,Sub,43,07/01/2016
1094,VfL Wolfsburg,a2,Sub,15,07/25/2011
1096,Stoke City,a26,Sub,20,08/01/2012
1098,FC Bayern,a2,Sub,26,07/01/2015
1099,Swansea City,a10,RCM,8,07/05/2016
1100,Spurs,a9,Sub,16,06/19/2015
1101,Torino,a8,RCB,13,08/16/2016
1102,FC Lorient,a39,ST,12,08/05/2015
1103,Hamburger SV,a23,RCB,9,06/07/2015
1104,Celta Vigo,a5,Sub,24,07/12/2016
1105,Hamburger SV,a2,RM,27,08/06/2014
1107,Real Sociedad,a1,LB,19,07/01/2012
1108,Galatasaray,a39,RCB,21,07/19/2013
1110,Hertha BSC,a18,Sub,14,07/01/2014
1112,M laga CF,a35,RB,18,07/09/2014
1113,Fiorentina,a14,RCB,6,08/15/2014
1114,Watford,a23,LWB,25,07/02/2015
1115,Sporting CP,a6,Sub,34,08/05/2016
1117,Olym. Lyonnais,a7,Sub,2,08/14/2015
1119,Beikta,a3,RCB,30,07/01/2013
1121,RC Deportivo,a1,Sub,5,07/27/2015
1122,Watford,a8,Sub,33,08/29/2016
1123,Hull City,a12,LM,17,01/31/2017
1124,Watford,a18,CB,5,07/01/2015
1125,Chievo Verona,a10,Sub,1,08/20/2014
1126,Sassuolo,a8,ST,10,08/16/2016
1127,Legia Warszawa,a4,CAM,8,08/05/2016
1128,RCD Espanyol,a29,Sub,10,07/15/2014
1129,SD Eibar,a1,Sub,16,08/05/2011
1130,Estudiantes,a5,GK,21,07/25/2016
1131,Swansea City,a9,Sub,12,06/02/2009
1132,Toulouse FC,a5,CAM,10,07/18/2013
1133,Inter,a8,Sub,2,07/01/2013
1134,UD Las Palmas,a1,GK,13,07/12/2015
1135,Chievo Verona,a42,LCM,56,07/01/2011
1136,Feyenoord,a10,LW,11,08/06/2015
1137,River Plate,a5,RCB,2,07/01/2010
1138,Beikta,a16,Sub,88,07/01/2016
1139,Real Madrid,a6,Sub,15,07/05/2011
1140,Southampton,a9,Sub,9,06/10/2012
1141,Sunderland,a9,Sub,6,08/01/2009
1144,FC Nantes,a7,GK,1,06/22/2012
1145,AZ,a10,RCB,4,12/07/2015
1146,Lokomotiv Moscow,a3,Sub,90,08/20/2013
1147,SD Eibar,a6,Sub,25,07/12/2016
1148,Tigres,a5,Sub,18,06/08/2016
1149,Boca Juniors,a5,CDM,5,07/30/2013
1150,Kaizer Chiefs,a37,GK,32,07/01/2004
1151,1899 Hoffenheim,a12,Sub,8,01/25/2013
1152,Udinese,a7,LW,77,07/01/2014
1153,M laga CF,a3,Sub,9,06/30/2015
1154,Celta Vigo,a1,GK,1,08/01/2009
1155,Hull City,a9,Sub,6,06/25/2013
1156,Watford,a7,RCB,4,08/19/2016
1157,AS Monaco,a8,Sub,24,07/01/2012
1159,FC Nantes,a4,RDM,27,01/01/2016
1160,Hamburger SV,a18,Res,5,07/01/2014
1161,Len,a5,ST,17,07/01/2013
1162,Watford,a18,CM,11,07/11/2015
1163,Real Sociedad,a1,Sub,9,05/01/2005
1164,Giron. Bordeaux,a7,LW,7,08/01/2016
1165,Beikta,a18,Sub,80,08/31/2016
1166,Rubin Kazan,a39,RDM,8,08/01/2016
1167,Toluca,a15,GK,1,07/01/2009
1168,Colo-Colo,a27,GK,1,06/18/2013
1169,West Ham,a30,Sub,11,01/27/2017
1170,Zenit,a25,Sub,81,01/31/2016
1171,Watford,a5,RS,20,01/25/2017
1172,Southampton,a40,LCM,8,07/06/2012
1173,Sassuolo,a8,Sub,4,07/01/2005
1174,FC Augsburg,a10,RB,2,07/01/2010
1176,CSKA Moscow,a25,Sub,6,07/01/2001
1177,SD Eibar,a1,RCB,4,08/16/2015
1178,UD Las Palmas,a1,Sub,5,07/01/2003
1179,Fenerbahe,a16,GK,1,08/06/2002
1180,FC Basel,a5,CAM,10,07/17/2013
1181,Racing Club,a5,GK,1,08/19/2016
1182,Swansea City,a9,Sub,7,01/01/2011
1183,Leicester City,a18,LB,28,07/01/2015
1184,Genoa,a5,CB,8,01/23/2014
1185,Olympiakos CFP,a5,LCM,19,08/07/2015
1186,Stoke City,a9,RB,8,07/13/2015
1187,Bayer 04,a2,Sub,11,07/01/2006
1189,EA Guingamp,a7,ST,23,08/03/2015
1190,Hull City,a9,Sub,21,08/27/2014
1191,Athletic Bilbao,a1,Sub,1,08/01/2007
1192,Colo-Colo,a13,LCM,20,01/01/2014
1193,LA Galaxy,a4,RCB,37,01/26/2016
1195,FC St. Gallen,a18,LF,85,01/16/2017
1196,KV Oostende,a4,Sub,1,07/01/2016
1197,Villarreal CF,a8,Sub,23,08/31/2015
1198,SM Caen,a7,GK,1,06/14/2014
1199,AS Monaco,a8,Sub,16,07/13/2016
1200,SL Benfica,a6,LB,19,07/24/2014
1201,Bor. Dortmund,a2,Sub,1,07/01/2002
1202,Medipol Baakehir,a16,LDM,5,07/08/2015
1204,Toulouse FC,a7,RCB,5,11/21/2015
1206,Atl. Paranaense,a3,RAM,8,02/01/2015
1207,Cricima,a3,RDM,6,02/01/2015
1208,Sport,a3,RCB,3,02/01/2015
1209,Santos,a3,LB,5,02/01/2015
1210,Internacional,a3,GK,1,02/01/2009
1211,Grmio,a3,GK,1,02/01/2015
1212,Figueirense,a3,GK,1,02/03/2016
1213,Palmeiras,a3,RDM,6,01/01/2012
1214,A. Minas G.,a3,RDM,6,01/01/2015
1215,Ponte Preta,a3,RCB,3,01/01/2012
1216,Grmio,a3,RCB,3,01/01/2015
1217,Botafogo,a3,LCB,4,01/01/2015
1220,Sporting CP,a6,Sub,66,07/01/2015
1221,PSV,a10,LW,23,08/18/2016
1223,Sporting CP,a6,Sub,56,07/01/2014
1224,Ajax,a39,GK,24,01/14/2015
1225,Real Sociedad,a1,Sub,15,12/04/2014
1228,FC Porto,a6,Sub,19,07/06/2016
1229,PSG,a6,Sub,15,01/25/2017
1230,Standard Lige,a3,Sub,5,07/01/2014
1231,Fenerbahe,a16,Sub,8,08/13/2015
1232,SV Darmstadt,a16,LCB,4,01/11/2013
1233,Galatasaray,a16,Sub,3,01/13/2017
1234,FC Schalke 04,a18,Sub,36,07/01/2016
1236,Pachuca,a15,LCM,15,01/01/2013
1237,Atltico Madrid,a7,Sub,19,08/18/2013
1239,Deport. Alavs,a27,Sub,10,01/08/2017
1240,Everton,a29,Sub,19,07/29/2014
1241,Fiorentina,a11,Sub,19,08/12/2013
1242,FC Nantes,a3,LCB,3,06/30/2016
1243,Lans,a5,RB,4,07/02/2013
1244,Deport. Alavs,a1,CAM,8,07/01/2012
1245,West Ham,a5,Sub,28,01/29/2016
1246,Milan,a27,Sub,15,08/05/2016
1248,Nacional,a35,RB,42,01/23/2013
1249,VfB Stuttgart,a6,RM,15,07/01/2012
1250,SC Freiburg,a2,RM,26,04/05/2014
1251,M laga CF,a35,Sub,10,07/01/2013
1252,Sassuolo,a8,LW,16,06/30/2016
1253,Ajax,a10,Sub,2,07/01/2012
1254,SD Eibar,a1,RB,7,07/01/2012
1255,Genoa,a8,RCB,5,07/14/2014
1256,Lans,a5,Sub,1,01/15/2015
1257,Giron. Bordeaux,a7,RB,20,07/01/2013
1258,Deport. Alavs,a3,ST,20,07/27/2015
1259,U.N.A.M.,a11,RCB,3,01/01/2016
1260,Independiente,a5,RM,24,01/22/2016
1261,Necaxa,a13,LW,22,06/07/2016
1262,Monarcas Morelia,a5,Sub,31,01/22/2017
1263,Amrica,a5,RS,9,06/08/2016
1264,Santos Laguna,a5,RCB,24,05/30/2014
1265,Boca Juniors,a14,Sub,14,08/26/2016
1266,Len,a14,Sub,13,07/28/2016
1267,Boca Juniors,a14,LB,18,01/24/2016
1268,FC Basel,a14,LCB,23,07/14/2016
1269,SC Braga,a6,LM,21,07/12/2014
1270,Genoa,a11,LM,93,06/30/2016
1271,Valencia CF,a3,Sub,4,08/27/2015
1272,1. FSV Mainz 05,a2,RM,8,08/25/2016
1273,Hertha BSC,a2,RDM,5,08/24/2015
1274,U.N.A.M.,a13,ST,30,01/01/2017
1275,Inter,a3,Sub,96,09/01/2016
